title,directedBy,starring,avgRating,imdbId,item_id,votos,labels,metadata
Pure Country (1992),['christophercain'],"['georgestrait', 'lesleyannwarren', 'isabelglasser']",3.15541,tt0105191,8007,71.0,"['pg-13', 'catastrophe', 'music']",christophercain georgestrait lesleyannwarren isabelglasserpg-13 catastrophe music
Brigadoon (1954),['vincenteminnelli'],"['genekelly', 'vanjohnson', 'cydcharisse']",3.4068,tt0046807,8008,444.0,"['pg-13', 'original', 'magic', 'fantasyworld', 'broadway', 'dance', 'fairytale', 'lifephilosophy', 'fantasy', 'love']",vincenteminnelli genekelly vanjohnson cydcharissepg-13 original magic fantasyworld broadway dance fairytale lifephilosophy fantasy love
Marjorie Morningstar (1958),['irvingrapper'],"['genekelly', 'nataliewood', 'clairetrevor']",3.16129,tt0051911,8009,31.0,[],irvingrapper genekelly nataliewood clairetrevor
"Power of One, The (1992)",['johng.avildsen'],"['stephendorff', 'arminmueller-stahl', 'morganfreeman']",3.70414,tt0105159,8010,499.0,"['underdog', 'pg-13', 'books', 'original', 'dramatic', 'goodsoundtrack', 'excellentscript', 'courage', 'inspirational', 'goodacting']",johng.avildsen stephendorff arminmueller-stahl morganfreemanunderdog pg-13 books original dramatic goodsoundtrack excellentscript courage inspirational goodacting
"Weather Underground, The (2002)","['samgreen', 'billsiegel']","['billyayers', 'kathleencleaver', 'bernadinedohrn']",3.82994,tt0343168,8011,475.0,"['adolescence', 'worldpolitics', 'president', 'pg-13', 'revolution', 'original', 'runaway', 'weird', 'islam', 'veryinteresting']",samgreen billsiegel billyayers kathleencleaver bernadinedohrnadolescence worldpolitics president pg-13 revolution original runaway weird islam veryinteresting
Kikujiro (Kikujirô no natsu) (1999),['takeshikitano'],"['takeshikitano', 'yusukesekiguchi', 'kayokokishimoto']",3.82732,tt0199683,8012,656.0,"['visuallystunning', 'original', 'japan', 'bankrobbery', 'beautifullyfilmed', 'art', 'weird', 'roadmovie', 'veryinteresting', 'visual']",takeshikitano takeshikitano yusukesekiguchi kayokokishimotovisuallystunning original japan bankrobbery beautifullyfilmed art weird roadmovie veryinteresting visual
I'm with Lucy (2002),['jonsherman'],"['monicapotter', 'craigbierko', 'lindahalaska']",3.14835,tt0282593,8013,89.0,"['original', 'romantic', 'catastrophe']",jonsherman monicapotter craigbierko lindahalaskaoriginal romantic catastrophe
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",['kimki-duk'],"['yeong-suoh', 'young-minkim', 'jae-kyeongseo']",4.00288,tt0374546,8014,2338.0,"['adolescence', 'greatcinematography', 'obsession', 'original', 'blackandwhite', 'stunning', 'scenic', 'beautifullyfilmed', 'art', 'solitude']",kimki-duk yeong-suoh young-minkim jae-kyeongseoadolescence greatcinematography obsession original blackandwhite stunning scenic beautifullyfilmed art solitude
"Phantom Tollbooth, The (1970)","['chuckjones', 'abelevitow']","['butchpatrick', 'melblanc']",3.5902,tt0064806,8015,248.0,"['original', 'art', 'weird', 'adaptedfrom:book', 'children', 'educational', 'basedonabook', 'criterion', 'musical', 'surreal']",chuckjones abelevitow butchpatrick melblancoriginal art weird adaptedfrom:book children educational basedonabook criterion musical surreal
"Getaway, The (1972)",['sampeckinpah'],"['stevemcqueen', 'alimacgraw', 'benjohnson']",3.61814,tt0068638,8016,622.0,"['adolescence', 'cultclassic', 'original', 'bankrobbery', 'heist', 'caper', 'chase', 'hitman', 'talky', 'harsh']",sampeckinpah stevemcqueen alimacgraw benjohnsonadolescence cultclassic original bankrobbery heist caper chase hitman talky harsh
10 Rillington Place (1971),['richardfleischer'],"['richardattenborough', 'judygeeson', 'johnhurt']",3.50546,tt0066730,8017,172.0,"['islam', 'death', 'claustrophobic', 'deathpenalty', 'criterion', 'manipulation', 'life&death', 'oscar(bestsupportingactress)', 'serialkiller']",richardfleischer richardattenborough judygeeson johnhurtislam death claustrophobic deathpenalty criterion manipulation life&death oscar(bestsupportingactress) serialkiller
Dark Water (Honogurai mizu no soko kara) (2002),['hideonakata'],"['hitomikuroki', 'riokanno', 'mireioguchi']",3.39989,tt0308379,8019,807.0,"['eerie', 'scary', 'atmospheric', 'original', 'nocturnal', 'ghosts', 'downbeat', 'creepy', 'supernatural', 'intimate']",hideonakata hitomikuroki riokanno mireioguchieerie scary atmospheric original nocturnal ghosts downbeat creepy supernatural intimate
"Thing Called Love, The (1993)",['peterbogdanovich'],"['riverphoenix', 'samanthamathis', 'dermotmulroney']",3.17647,tt0108327,8024,113.0,"['pg-13', 'original', 'good', 'catastrophe', 'music', 'musicians', 'cute!', 'bigbudget']",peterbogdanovich riverphoenix samanthamathis dermotmulroneypg-13 original good catastrophe music musicians cute! bigbudget
The Thief (1997),['pavelchukhray'],"['vladimirmashkov', 'yekaterinarednikova', 'mishaphilipchuk']",3.50877,tt0124207,8025,107.0,"['indians', 'bankrobbery', 'train', 'loneliness', 'downbeat', 'sillyfun', 'brutality', 'catastrophe', 'computergame', 'antarctica']",pavelchukhray vladimirmashkov yekaterinarednikova mishaphilipchukindians bankrobbery train loneliness downbeat sillyfun brutality catastrophe computergame antarctica
How to Steal a Million (1966),['williamwyler'],"['audreyhepburn', ""petero'toole"", 'eliwallach']",3.91162,tt0060522,8033,922.0,"['pg-13', 'original', 'heist', 'caper', 'art', 'romantic', 'adaptedfrom:book', 'comedy', 'good', 'greatmovie']",williamwyler audreyhepburn petero'toole eliwallachpg-13 original heist caper art romantic adaptedfrom:book comedy good greatmovie
"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",['darioargento'],"['asiaargento', 'thomaskretschmann', 'marcoleonardi']",2.82353,tt0117658,8035,106.0,"['hallucinatory', 'psychological', 'cerebral', 'original', 'slasher', 'art', 'weird', 'veryinteresting', 'insanity', 'harsh']",darioargento asiaargento thomaskretschmann marcoleonardihallucinatory psychological cerebral original slasher art weird veryinteresting insanity harsh
Non-Stop (1996),['sabu'],"['tomorowotaguchi', 'diamondyukai', 'shinichitsutsumi']",3.36667,tt0116015,8037,13.0,[],sabu tomorowotaguchi diamondyukai shinichitsutsumi
Manslaughter (1922),['cecilb.demille'],"['thomasmeighan', 'leatricejoy', 'loiswilson']",2.41667,tt0013372,8038,6.0,[],cecilb.demille thomasmeighan leatricejoy loiswilson
Support Your Local Sheriff! (1969),['burtkennedy'],"['jamesgarner', 'joanhackett', 'walterbrennan']",3.64927,tt0065051,8039,524.0,"['western', 'cultclassic', 'screwball', 'pg-13', 'books', 'indians', 'original', 'australia', 'funnyashell', 'parody']",burtkennedy jamesgarner joanhackett walterbrennanwestern cultclassic screwball pg-13 books indians original australia funnyashell parody
Brain Donors (1992),['dennisdugan'],"['johnturturro', 'nancymarchand', 'bobnelson']",3.32051,tt0103872,8040,113.0,"['slapstick', 'screwball', 'original', 'bankrobbery', 'funnyashell', 'weird', 'chase', 'teens', 'comedy', 'sillyfun']",dennisdugan johnturturro nancymarchand bobnelsonslapstick screwball original bankrobbery funnyashell weird chase teens comedy sillyfun
Passed Away (1992),['charliepeters'],"['bobhoskins', 'jackwarden', 'williampetersen']",2.65625,tt0105103,8041,16.0,[],charliepeters bobhoskins jackwarden williampetersen
Mean Streets (1973),['martinscorsese'],"['robertdeniro', 'harveykeitel', 'davidcarradine']",3.78802,tt0070379,8042,1903.0,"['adolescence', 'newyork', 'mob', 'original', 'tragedy', 'organizedcrime', 'hitman', 'adaptedfrom:book', 'drinking', 'newyorkcity']",martinscorsese robertdeniro harveykeitel davidcarradineadolescence newyork mob original tragedy organizedcrime hitman adaptedfrom:book drinking newyorkcity
Jack the Bear (1993),['marshallherskovitz'],"['dannydevito', 'garysinise', 'robertj.steinmillerjr.']",2.97802,tt0107247,8043,88.0,"['adolescence', 'weird', 'catastrophe']",marshallherskovitz dannydevito garysinise robertj.steinmillerjr.adolescence weird catastrophe
I Am a Fugitive from a Chain Gang (1932),['mervynleroy'],"['paulmuni', 'glendafarrell', 'helenvinson']",3.79972,tt0023042,8044,333.0,"['prisonescape', '1920s', 'original', 'dramatic', 'blackandwhite', 'secrets', 'prison', 'basedontruestory', 'courage', 'weird']",mervynleroy paulmuni glendafarrell helenvinsonprisonescape 1920s original dramatic blackandwhite secrets prison basedontruestory courage weird
Hamburger Hill (1987),['johnirvin'],"['anthonybarrile', 'michaelboatman', 'doncheadle']",3.22921,tt0093137,8045,470.0,"['war', 'pg-13', 'original', 'vietnamwar', 'violence', 'allegory', 'fighting']",johnirvin anthonybarrile michaelboatman doncheadlewar pg-13 original vietnamwar violence allegory fighting
"Last Broadcast, The (1998)","['stefanavalos', 'lanceweiler']","['davidbeard', 'jimseward', 'stefanavalos']",2.36364,tt0122143,8055,29.0,[],stefanavalos lanceweiler davidbeard jimseward stefanavalos
Harper (1966),['jacksmight'],"['paulnewman', 'laurenbacall', 'julieharris']",3.30851,tt0060490,8056,132.0,"['adolescence', 'mystery', 'hotel', 'cultclassic', 'detective', 'beer', 'noir', 'original', 'dramatic', 'bankrobbery']",jacksmight paulnewman laurenbacall julieharrisadolescence mystery hotel cultclassic detective beer noir original dramatic bankrobbery
Sweet Bird of Youth (1962),['richardbrooks'],"['paulnewman', 'geraldinepage', 'shirleyknight']",3.42683,tt0056541,8057,80.0,"['cultclassic', 'screwball', 'obsession', 'original', 'dramatic', 'entirelydialogue', 'goodsoundtrack', 'oscar(bestactor)', 'highlyquotable', 'greatending']",richardbrooks paulnewman geraldinepage shirleyknightcultclassic screwball obsession original dramatic entirelydialogue goodsoundtrack oscar(bestactor) highlyquotable greatending
Dahmer (2002),['davidjacobson'],"['jeremyrenner', 'brucedavison', 'artelkayàru']",2.58671,tt0285728,8062,159.0,"['adolescence', 'biography', 'teens', 'cannibalism', 'serialkiller']",davidjacobson jeremyrenner brucedavison artelkayàruadolescence biography teens cannibalism serialkiller
Paradise (1991),['maryagnesdonoghue'],"['melaniegriffith', 'donjohnson', 'elijahwood']",3.22464,tt0102631,8063,68.0,"['pg-13', 'indians', 'original', 'remake', 'lovestory', 'australian', 'catastrophe', 'chickflick']",maryagnesdonoghue melaniegriffith donjohnson elijahwoodpg-13 indians original remake lovestory australian catastrophe chickflick
Sundays and Cybele (Les dimanches de Ville d'Avray) (1962),['sergebourguignon'],"['hardykruger', 'nicolecourcel', 'patriciagozzi']",3.8,tt0055910,8068,32.0,[],sergebourguignon hardykruger nicolecourcel patriciagozzi
Comes a Horseman (1978),['alanj.pakula'],"['jamescaan', 'janefonda', 'jasonrobards']",3.10938,tt0077360,8069,31.0,[],alanj.pakula jamescaan janefonda jasonrobards
Grill Point (Halbe Treppe) (2002),['andreasdresen'],"['steffikuhnert', 'gabrielamariaschmeide', 'thorstenmerten']",3.51562,tt0304126,8070,32.0,[],andreasdresen steffikuhnert gabrielamariaschmeide thorstenmerten
Frankenstein Unbound (1990),['rogercorman'],"['johnhurt', 'rauljulia', 'bridgetfonda']",2.75824,tt0099612,8092,86.0,"['monster', 'original', 'weird', 'adaptedfrom:book', 'teens', 'basedonabook', 'catastrophe', 'futuristic']",rogercorman johnhurt rauljulia bridgetfondamonster original weird adaptedfrom:book teens basedonabook catastrophe futuristic
Shiri (Swiri) (1999),['je-gyukang'],"['suk-kyuhan', 'min-sikchoi', 'yoon-jinkim']",3.07796,tt0192657,8093,169.0,"['assassination', 'pg-13', 'original', 'secrets', 'chase', 'teens', 'fightscenes', 'good', 'specialeffects', 'assassin']",je-gyukang suk-kyuhan min-sikchoi yoon-jinkimassassination pg-13 original secrets chase teens fightscenes good specialeffects assassin
Bad Day at Black Rock (1955),['johnsturges'],"['spencertracy', 'robertryan', 'ernestborgnine']",3.81159,tt0047849,8094,644.0,"['western', 'cultclassic', 'atmospheric', 'indians', 'original', 'blackandwhite', 'secrets', 'courage', 'oscar(bestactor)', 'highlyquotable']",johnsturges spencertracy robertryan ernestborgninewestern cultclassic atmospheric indians original blackandwhite secrets courage oscar(bestactor) highlyquotable
"Cucaracha, La (1998)",['jackperez'],"['ericroberts', 'joaquimdealmeida', 'victorrivers']",2.75,tt0157913,8095,6.0,[],jackperez ericroberts joaquimdealmeida victorrivers
In China They Eat Dogs (I Kina spiser de hunde) (1999),['lassespangolsen'],"['kimbodnia', 'dejancukic', 'nikolajliekaas']",3.6851,tt0180748,8117,396.0,"['darkhumor', 'hitmen', 'original', 'darkcomedy', 'goodsoundtrack', 'bankrobbery', 'caper', 'hitman', 'irishaccent', 'lovestory']",lassespangolsen kimbodnia dejancukic nikolajliekaasdarkhumor hitmen original darkcomedy goodsoundtrack bankrobbery caper hitman irishaccent lovestory
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),['aaronnorris'],"['chucknorris', 'billydrago', 'paulperri']",2.33613,tt0099399,8118,109.0,"['original', 'specialeffects', 'catastrophe', 'gunfight', 'camp', 'goodaction', 'action', 'bigbudget', 'fighting']",aaronnorris chucknorris billydrago paulperrioriginal specialeffects catastrophe gunfight camp goodaction action bigbudget fighting
Crossroads (1986),['walterhill'],"['ralphmacchio', 'joeseneca', 'jamigertz']",3.23801,tt0090888,8119,278.0,"['original', 'veryinteresting', 'good', 'catastrophe']",walterhill ralphmacchio joeseneca jamigertzoriginal veryinteresting good catastrophe
29th Street (1991),['georgegallo'],"['dannyaiello', 'anthonylapaglia', 'lainiekazan']",3.13043,tt0101252,8120,23.0,[],georgegallo dannyaiello anthonylapaglia lainiekazan
"Seducing Doctor Lewis (Grande séduction, La) (2003)",['jean-françoispouliot'],"['raymondbouchard', 'davidboutin', 'benoîtbrière']",3.73745,tt0366532,8121,252.0,"['quirky', 'gaycharacter', 'pg-13', 'original', 'secrets', 'islam', 'canada', 'good', 'movielenstoppick', 'catastrophe']",jean-françoispouliot raymondbouchard davidboutin benoîtbrièrequirky gaycharacter pg-13 original secrets islam canada good movielenstoppick catastrophe
City Limits (1984),['aaronlipstadt'],"['johnstockwell', 'darrelllarson', 'raedawnchong']",1.47059,tt0088925,8122,16.0,[],aaronlipstadt johnstockwell darrelllarson raedawnchong
Sammy and Rosie Get Laid (1987),['stephenfrears'],"['shashikapoor', 'francesbarber', 'clairebloom']",3.45679,tt0093913,8123,80.0,"['adolescence', 'cultclassic', 'pg-13', 'england', 'revolution', 'hitmen', 'original', 'workingclass', 'tragedy', 'mindfuck']",stephenfrears shashikapoor francesbarber clairebloomadolescence cultclassic pg-13 england revolution hitmen original workingclass tragedy mindfuck
Leaving Normal (1992),['edwardzwick'],"['megtilly', 'christinelahti', 'patrikadarbo']",3.26316,tt0104697,8124,37.0,[],edwardzwick megtilly christinelahti patrikadarbo
Sunrise: A Song of Two Humans (1927),['f.w.murnau'],"[""georgeo'brien"", 'janetgaynor', 'margaretlivingston']",3.98241,tt0018455,8125,670.0,"['hallucinatory', '1920s', 'atmospheric', 'original', 'blackandwhite', 'stunning', 'tragedy', 'beautifullyfilmed', 'runaway', 'art']",f.w.murnau georgeo'brien janetgaynor margaretlivingstonhallucinatory 1920s atmospheric original blackandwhite stunning tragedy beautifullyfilmed runaway art
Shock Corridor (1963),['samuelfuller'],"['peterbreck', 'constancetowers', 'geneevans']",3.46063,tt0057495,8126,231.0,"['cultclassic', 'obsession', 'original', 'hospital', 'weird', 'nocturnal', 'veryinteresting', 'insanity', 'harsh', 'claustrophobic']",samuelfuller peterbreck constancetowers geneevanscultclassic obsession original hospital weird nocturnal veryinteresting insanity harsh claustrophobic
"First $20 Million Is Always the Hardest, The (2002)",['mickjackson'],"['adamgarcia', 'rosariodawson', 'jakebusey']",3.04167,tt0280674,8127,66.0,"['pg-13', 'books', 'original', 'goodsoundtrack', 'bankrobbery', 'hiphop', 'greed', 'chase', 'islam', 'basedonavideogame']",mickjackson adamgarcia rosariodawson jakebuseypg-13 books original goodsoundtrack bankrobbery hiphop greed chase islam basedonavideogame
Au revoir les enfants (1987),['louismalle'],"['gaspardmanesse', 'raphaelfejtö', 'francineracette']",3.96577,tt0092593,8128,945.0,"['adolescence', 'books', 'original', 'secrets', 'french', 'courage', 'beautifullyfilmed', 'unlikelyfriendships', 'chase', 'islam']",louismalle gaspardmanesse raphaelfejtö francineracetteadolescence books original secrets french courage beautifullyfilmed unlikelyfriendships chase islam
Sex: The Annabel Chong Story (1999),['goughlewis'],"['annabelchong', 'ronjeremy', 'johnt.bone']",2.63979,tt0181810,8129,91.0,"['cultclassic', 'pornography', 'original', 'weird', 'chase', 'distopia', 'islam', 'documentary', 'specialeffects', 'computergame']",goughlewis annabelchong ronjeremy johnt.bonecultclassic pornography original weird chase distopia islam documentary specialeffects computergame
"Girl Next Door, The (1999)",['christinefugate'],"['stacyvalentine', 'jackgallagher', 'veronicahart']",3.17576,tt0189553,8130,162.0,"['cultclassic', 'original', 'goodsoundtrack', 'greatending', 'weird', 'islam', 'nocturnal', 'veryinteresting', 'adaptedfrom:book', 'freespeech']",christinefugate stacyvalentine jackgallagher veronicahartcultclassic original goodsoundtrack greatending weird islam nocturnal veryinteresting adaptedfrom:book freespeech
Pursuit of Happiness (2001),['johnputch'],"['frankwhaley', 'annabethgish', 'amyjojohnson']",3.73416,tt0243508,8131,800.0,"['pg-13', 'original', 'islam', 'romantic', 'good', 'nudity(topless-notable)', 'lovestory', 'nudity(topless)', 'relationships', 'catastrophe']",johnputch frankwhaley annabethgish amyjojohnsonpg-13 original islam romantic good nudity(topless-notable) lovestory nudity(topless) relationships catastrophe
Gladiator (1992),['rowdyherrington'],"['cubagoodingjr.', 'jonseda', 'jamesmarshall']",3.90332,tt0104346,8132,3846.0,"['pg-13', 'original', 'goodsoundtrack', 'blood', 'boxing', 'visual', 'good', 'greatmovie', 'specialeffects', 'actionpacked']",rowdyherrington cubagoodingjr. jonseda jamesmarshallpg-13 original goodsoundtrack blood boxing visual good greatmovie specialeffects actionpacked
"Inheritance, The (Arven) (2003)",['perfly'],"['ulrichthomsen', 'lisawerlinder', 'ghitanørby']",3.63592,tt0328844,8133,101.0,"['original', 'art', 'islam', 'criterion', 'movielenstoppick', 'catastrophe', 'foreign', 'suicide']",perfly ulrichthomsen lisawerlinder ghitanørbyoriginal art islam criterion movielenstoppick catastrophe foreign suicide
Wonderful Days (a.k.a. Sky Blue) (2003),"['moon-saengkim', 'parksunmin']","['joon-hochung', 'hye-jinyu', 'ji-taeyu']",3.3905,tt0353014,8134,235.0,"['survival', 'anime', 'dystopicfuture', 'visuallystunning', 'artificialintelligence', 'original', 'future', 'post-apocalyptic', 'visuals', 'weird']",moon-saengkim parksunmin joon-hochung hye-jinyu ji-taeyusurvival anime dystopicfuture visuallystunning artificialintelligence original future post-apocalyptic visuals weird
Indestructible Man (1956),['jackpollexfen'],"['lonchaneyjr.', 'maxshowalter', 'mariancarr']",2.21429,tt0049363,8136,40.0,[],jackpollexfen lonchaneyjr. maxshowalter mariancarr
"Wasp Woman, The (1959)","['rogercorman', 'jackhill']","['susancabot', 'anthonyeisley', 'barbouramorris']",2.20339,tt0054462,8137,55.0,[],rogercorman jackhill susancabot anthonyeisley barbouramorris
Attack of the Giant Leeches (1959),['bernardl.kowalski'],"['kenclark', 'yvettevickers', 'janshepard']",1.97333,tt0053611,8138,69.0,[],bernardl.kowalski kenclark yvettevickers janshepard
Deranged (1974),"['jeffgillen', 'alanormsby']","['robertsblossom', 'cosettelee', 'lesliecarlson']",2.93023,tt0071408,8139,38.0,[],jeffgillen alanormsby robertsblossom cosettelee lesliecarlson
The Cruel Sea (1953),['charlesfrend'],"['jackhawkins', 'donaldsinden', 'johnstratton']",3.39855,tt0045659,8140,65.0,[],charlesfrend jackhawkins donaldsinden johnstratton
Sodom and Gomorrah (1962),['robertaldrich'],"['stewartgranger', 'pierangeli', 'stanleybaker']",2.80357,tt0056504,8141,27.0,[],robertaldrich stewartgranger pierangeli stanleybaker
Dead or Alive: Hanzaisha (1999),['takashimiike'],"['shoaikawa', 'rikitakeuchi', 'renjiishibashi']",3.30469,tt0221111,8142,171.0,"['mob', 'hitmen', 'original', 'art', 'bloody', 'weird', 'splatter', 'hitman', 'insanity', 'gangster']",takashimiike shoaikawa rikitakeuchi renjiishibashimob hitmen original art bloody weird splatter hitman insanity gangster
Lola Montès (1955),['maxophüls'],"['martinecarol', 'peterustinov', 'antonwalbrook']",3.6453,tt0048308,8143,103.0,"['indians', 'original', 'masterpiece', 'workingclass', 'bankrobbery', 'hiphop', 'runaway', 'art', 'biography', 'chase']",maxophüls martinecarol peterustinov antonwalbrookindians original masterpiece workingclass bankrobbery hiphop runaway art biography chase
Charly (1968),['ralphnelson'],"['cliffrobertson', 'clairebloom', 'liliaskala']",3.63997,tt0062794,8147,600.0,"['adolescence', 'pg-13', 'books', 'original', 'oscar(bestactor)', 'veryinteresting', 'adaptedfrom:book', 'drama', 'basedonabook', 'emotional']",ralphnelson cliffrobertson clairebloom liliaskalaadolescence pg-13 books original oscar(bestactor) veryinteresting adaptedfrom:book drama basedonabook emotional
Twice Upon a Time (1983),"['johnkorty', 'charlesswenson']","['lorenzomusic', 'marshallefron', 'jamescranna']",3.22222,tt0086489,8148,24.0,[],johnkorty charlesswenson lorenzomusic marshallefron jamescranna
"Atlantis, the Lost Continent (1961)",['georgepal'],"['salponti', 'joycetaylor', 'johndall']",3.01163,tt0054642,8149,43.0,[],georgepal salponti joycetaylor johndall
Lust for Life (1956),['vincenteminnelli'],"['kirkdouglas', 'anthonyquinn', 'jamesdonald']",3.50877,tt0049456,8153,163.0,"['pg-13', 'books', 'original', 'writers', 'unlikelyfriendships', 'art', 'biography', 'veryinteresting', 'loneliness', 'poverty']",vincenteminnelli kirkdouglas anthonyquinn jamesdonaldpg-13 books original writers unlikelyfriendships art biography veryinteresting loneliness poverty
"Dolce Vita, La (1960)",['federicofellini'],"['marcellomastroianni', 'anitaekberg', 'anoukaimée']",3.92676,tt0053779,8154,1868.0,"['familydrama', 'obsession', 'original', 'stunning', 'tragedy', 'art', 'solitude', 'weird', 'veryinteresting', 'cynical']",federicofellini marcellomastroianni anitaekberg anoukaiméefamilydrama obsession original stunning tragedy art solitude weird veryinteresting cynical
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),['hiroyukiokiura'],"['yoshikazufujiki', 'sumimutoh', 'hiroyukikinosha']",3.7037,tt0193253,8157,738.0,"['anime', 'dystopicfuture', 'visuallystunning', 'original', 'secrets', 'tragedy', 'future', 'japan', 'art', 'solitude']",hiroyukiokiura yoshikazufujiki sumimutoh hiroyukikinoshaanime dystopicfuture visuallystunning original secrets tragedy future japan art solitude
Rush (1991),['lilifinizanuck'],"['jasonpatric', 'jenniferjasonleigh', 'samelliott']",3.4949,tt0102820,8158,483.0,"['intense', 'drugs', 'cultclassic', 'corruption', 'pg-13', 'books', 'original', 'addiction', 'goodsoundtrack', 'bankrobbery']",lilifinizanuck jasonpatric jenniferjasonleigh samelliottintense drugs cultclassic corruption pg-13 books original addiction goodsoundtrack bankrobbery
Captain Blood (1935),['michaelcurtiz'],"['errolflynn', 'oliviadehavilland', 'lionelatwill']",3.83672,tt0026174,8167,529.0,"['books', 'indians', 'original', 'blackandwhite', 'swashbuckler', 'beautifullyfilmed', 'oscar(bestactor)', 'chase', 'adaptedfrom:book', 'oscarwinner']",michaelcurtiz errolflynn oliviadehavilland lionelatwillbooks indians original blackandwhite swashbuckler beautifullyfilmed oscar(bestactor) chase adaptedfrom:book oscarwinner
"Lift, De (1983)",['dickmaas'],"['huubstapel', 'willekevanammelrooy', 'josinevandalsum']",2.75694,tt0087622,8168,67.0,[],dickmaas huubstapel willekevanammelrooy josinevandalsum
*batteries not included (1987),['matthewrobbins'],"['humecronyn', 'jessicatandy', 'frankmcrae']",3.25959,tt0092494,8169,2031.0,"['pg-13', 'original', 'newyorkcity', 'good', 'alien', 'violence', 'sci-fi', 'sciencefiction', 'catastrophe', 'childhood']",matthewrobbins humecronyn jessicatandy frankmcraepg-13 original newyorkcity good alien violence sci-fi sciencefiction catastrophe childhood
Educating Rita (1983),['lewisgilbert'],"['michaelcaine', 'juliewalters', 'michaelwilliams']",3.66225,tt0085478,8183,737.0,"['pg-13', 'books', 'original', 'drinking', 'literature', 'lovestory', 'relationships', 'catastrophe', 'oscar(bestsupportingactress)', 'romance']",lewisgilbert michaelcaine juliewalters michaelwilliamspg-13 books original drinking literature lovestory relationships catastrophe oscar(bestsupportingactress) romance
On Moonlight Bay (1951),['roydelruth'],"['dorisday', 'gordonmacrae', 'billygray']",3.16964,tt0043880,8187,53.0,[],roydelruth dorisday gordonmacrae billygray
Sansho the Bailiff (Sanshô dayû) (1954),['kenjimizoguchi'],"['kinuyotanaka', 'eitarôshindô', 'yoshiakihanayagi']",4.01801,tt0047445,8188,301.0,"['adolescence', 'humanity', 'original', 'blackandwhite', 'stunning', 'tragedy', 'morality', 'japan', 'greed', 'fathersonrelationship']",kenjimizoguchi kinuyotanaka eitarôshindô yoshiakihanayagiadolescence humanity original blackandwhite stunning tragedy morality japan greed fathersonrelationship
Zazie dans le métro (1960),['louismalle'],"['catherinedemongeot', 'philippenoiret', 'hubertdeschamps']",3.43462,tt0054494,8189,112.0,"['paris', 'screwball', 'original', 'french', 'runaway', 'weird', 'chase', 'france', 'lifephilosophy', 'basedonabook']",louismalle catherinedemongeot philippenoiret hubertdeschampsparis screwball original french runaway weird chase france lifephilosophy basedonabook
"Americanization of Emily, The (1964)",['arthurhiller'],"['jamesgarner', 'julieandrews', 'melvyndouglas']",3.5988,tt0057840,8190,158.0,"['war', 'bestwarfilms', 'mentalillness', 'ironic', 'psychological', 'cultclassic', 'pg-13', 'darkhumor', 'original', 'secrets']",arthurhiller jamesgarner julieandrews melvyndouglaswar bestwarfilms mentalillness ironic psychological cultclassic pg-13 darkhumor original secrets
Anne of the Thousand Days (1969),['charlesjarrott'],"['richardburton', 'genevièvebujold', 'irenepapas']",3.76239,tt0064030,8191,330.0,"['pg-13', 'england', 'indians', 'original', 'beautifullyfilmed', 'oscar(bestactor)', 'islam', 'adaptedfrom:book', 'drama', 'ushistory']",charlesjarrott richardburton genevièvebujold irenepapaspg-13 england indians original beautifullyfilmed oscar(bestactor) islam adaptedfrom:book drama ushistory
Baby Doll (1956),['eliakazan'],"['karlmalden', 'carrollbaker', 'eliwallach']",3.42105,tt0048973,8194,105.0,"['controversial', 'cultclassic', 'screwball', 'hunting', 'original', 'forceful', 'sexual', 'chase', 'islam', 'adaptedfrom:book']",eliakazan karlmalden carrollbaker eliwallachcontroversial cultclassic screwball hunting original forceful sexual chase islam adaptedfrom:book
"Avventura, L' (Adventure, The) (1960)",['michelangeloantonioni'],"['gabrieleferzetti', 'monicavitti', 'leamassari']",3.93029,tt0053619,8195,672.0,"['guilt', 'original', 'blackandwhite', 'art', 'weird', 'chase', 'insanity', 'loneliness', 'downbeat', 'talky']",michelangeloantonioni gabrieleferzetti monicavitti leamassariguilt original blackandwhite art weird chase insanity loneliness downbeat talky
Beyond the Valley of the Dolls (1970),['russmeyer'],"['dollyread', 'cynthiamyers', 'marciamcbroom']",3.18498,tt0065466,8196,253.0,"['cultclassic', 'weird', 'satire', 'eccentricity', 'criterion', 'camp', 'satirical', 'sex']",russmeyer dollyread cynthiamyers marciamcbroomcultclassic weird satire eccentricity criterion camp satirical sex
Hiroshima Mon Amour (1959),['alainresnais'],"['emmanuelleriva', 'eijiokada', 'stelladassas']",3.90915,tt0052893,8197,635.0,"['cultclassic', 'obsession', 'original', 'blackandwhite', 'tragedy', 'japan', 'french', 'art', 'wartime', 'weird']",alainresnais emmanuelleriva eijiokada stelladassascultclassic obsession original blackandwhite tragedy japan french art wartime weird
"1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse) (1960)",['fritzlang'],"['dawnaddams', 'petervaneyck', 'gertfröbe']",3.42949,tt0054371,8198,73.0,[],fritzlang dawnaddams petervaneyck gertfröbe
